Doel-soort;LfMD;nrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Extra toelichting;Diagonale coherentie met andere disciplines
G;4-;1.3.2;4-1.3.2;1.4.GL3.3;L3.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;4-;1.3.2;4-1.3.2;1.4.GL3.4;L3.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen, oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofdpersonages en bijpersonages. ;;;
G;4-;1.3.3;4-1.3.3;1.4.GL3.5;L3.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerlingen kunnen verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;4-;1.3.2;4-1.3.2;1.4.GL3.6;L3.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerlingen kunnen informatie uit een tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen.;;;
G;4-;1.3.4;4-1.3.4;1.4.GL3.7;L3.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen verwoorden hoe de auteur denkt over het onderwerp van de tekst.;;;
G;4-;1.3.5;4-1.3.5;1.4.GL3.8;L3.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen verwoorden hoe een tekst aansluit bij het luisterdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;;;;1.4.GL3.9;L3.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen met ondersteuning een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.4.GL3.10;L3.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen met ondersteuning gericht bijkomende informatie zoeken om het begrip te verdiepen. ;;;
G;;;;1.4.GL3.11;L3.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.4.GL3.12;L3.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
G;4-;1.3.1;4-1.3.1;1.4.GL4.1;L4.;Mondeling taalgebruik;Luisterbegrip;Expliciet vermelde informatie vinden;De leerlingen kunnen expliciet vermelde informatie in teksten weergeven.;;;
G;4-;1.3.2;4-1.3.2;1.4.GL4.2;L4.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning informatie uit verschillende delen van de tekst combineren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om samenhang te begrijpen.;;;
G;4-;1.3.2;4-1.3.2;1.4.GL4.3;L4.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;4-;1.3.2;4-1.3.2;1.4.GL4.4;L4.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen, oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofdpersonages en bijpersonages. ;;;
G;4-;1.3.3;4-1.3.3;1.4.GL4.5;L4.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerlingen kunnen verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;4-;1.3.2;4-1.3.2;1.4.GL4.6;L4.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerlingen kunnen informatie uit een tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen.;;;
G;4-;1.3.4;4-1.3.4;1.4.GL4.7;L4.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen verwoorden hoe de auteur denkt over het onderwerp van de tekst.;;;
G;4-;1.3.5;4-1.3.5;1.4.GL4.8;L4.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen verwoorden hoe een tekst aansluit bij het luisterdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;;;;1.4.GL4.9;L4.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen met ondersteuning een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.4.GL4.10;L4.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen met ondersteuning gericht bijkomende informatie zoeken om het begrip te verdiepen. ;;;
G;;;;1.4.GL4.11;L4.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.4.GL4.12;L4.;Mondeling taalgebruik;Luisterbegrip;Informatie gebruiken;De leerlingen kunnen op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
MD;4-;1.3.1;4-1.3.1;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerlingen kunnen expliciet vermelde informatie in teksten weergeven.;;;
MD;4-;1.3.2;4-1.3.2;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerlingen kunnen informatie uit een tekst combineren om tot een logische conclusie te komen.;;;
MD;4-;1.3.3;4-1.3.3;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerlingen kunnen verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis.;;;
MD;4-;1.3.4;4-1.3.4;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerlingen kunnen verwoorden hoe de auteur denkt over het onderwerp van de tekst.;;;
MD;4-;1.3.5;4-1.3.5;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerlingen kunnen verwoorden hoe een tekst aansluit bij het luisterdoel.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL5.1;L5.;Mondeling taalgebruik;Luisterbegrip;Expliciet vermelde informatie vinden;De leerlingen kunnen expliciet en impliciet vermelde informatie in teksten weergeven.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL5.2;L5.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen informatie uit verschillende delen van de tekst combineren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om samenhang te begrijpen.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL5.3;L5.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;6-;1.3.1;6-1.3.1;1.4.GL5.4;L5.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen, oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofdpersonages en bijpersonages. ;;;
G;6-;1.3.2;6-1.3.2;1.4.GL5.5;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerlingen kunnen  verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL5.6;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerlingen kunnen expliciete en impliciete informatie uit de tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen. ;;;
G;6-;1.3.3;6-1.3.3;1.4.GL5.7;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen het standpunt en de visie van de auteur over het onderwerp van de tekst verwoorden. ;;;
G;;;;1.4.GL5.8;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling kan de betrouwbaarheid van een tekst beoordelen.;;;
G;6-;1.3.3;6-1.3.3;1.4.GL5.9;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen vergelijken hoe verschillende auteurs denken over eenzelfde onderwerp.;;;
G;6-;1.3.4;6-1.3.4;1.4.GL5.10;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerlingen kunnen beoordelen hoe een tekst hun standpunt wel of niet beïnvloedt.;;;
G;;;;1.4.GL5.11;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling kan een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.4.GL5.12;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstinformatie gebruiken;De leerling kan gericht bijkomende informatie zoeken en lezen om het begrip te verdiepen. ;;;
G;;;;1.4.GL5.13;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstinformatie gebruiken;De leerling kan informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.4.GL5.14;L5.;Mondeling taalgebruik;Luisterbegrip;Tekstinformatie gebruiken;De leerling kan op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
G;6-;1.3.1;6-1.3.1;1.4.GL6.1;L6.;Mondeling taalgebruik;Luisterbegrip;Expliciet vermelde informatie vinden;De leerling kan expliciet en impliciet vermelde informatie in teksten weergeven.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL6.2;L6.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerling kan informatie uit verschillende delen van de tekst combineren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om samenhang te begrijpen.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL6.3;L6.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerling kan verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;6-;1.3.1;6-1.3.1;1.4.GL6.4;L6.;Mondeling taalgebruik;Luisterbegrip;Eenvoudige conclusies trekken;De leerling  kan inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen,  oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofdpersonages en bijpersonages. ;;;
G;6-;1.3.2;6-1.3.2;1.4.GL6.5;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerling kan verbanden leggen tussen teksten en zijn/ haar vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;6-;1.3.1;6-1.3.1;1.4.GL6.6;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstinterpretatie;De leerling kan expliciete en impliciete informatie uit de tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen. ;;;
G;6-;1.3.3;6-1.3.3;1.4.GL6.7;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling kan het standpunt en de visie van de auteur over het onderwerp van de tekst verwoorden. ;;;
G;;;;1.4.GL6.8;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling kan de betrouwbaarheid van een tekst beoordelen.;;;
G;6-;1.3.3;6-1.3.3;1.4.GL6.9;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling kan vergelijken hoe verschillende auteurs denken over eenzelfde onderwerp.;;;
G;6-;1.3.4;6-1.3.4;1.4.GL6.10;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling  kan beoordelen hoe een tekst zijn/haar standpunt wel of niet beïnvloedt.;;;
G;;;;1.4.GL6.11;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstevaluatie;De leerling kan een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.4.GL6.12;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstinformatie gebruiken;De leerling kan gericht bijkomende informatie zoeken en lezen om het begrip te verdiepen. ;;;
G;;;;1.4.GL6.13;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstinformatie gebruiken;De leerling kan informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.4.GL6.14;L6.;Mondeling taalgebruik;Luisterbegrip;Tekstinformatie gebruiken;De leerling kan op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
MD;6-;1.3.1;6-1.3.1;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerling kan expliciete en impliciete informatie uit een tekst combineren om tot een logische conclusie te komen.;;;
MD;6-;1.3.2;6-1.3.2;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerling kan verbanden leggen tussen teksten en zijn/haar vakspecifieke kennis en voorkennis.;;;
MD;6-;1.3.3;6-1.3.3;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerling kan vergelijken hoe verschillende auteurs denken over eenzelfde onderwerp.;;;
MD;6-;1.3.4;6-1.3.4;1.4.MD;;Mondeling taalgebruik;Luisterbegrip;;De leerling kan beoordelen hoe een tekst zijn/haar standpunt wel of niet beïnvloedt.;;;
G;K-;1.3.5;K-1.3.5;1.4.GJK.6;JK.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met toenemende mate verstaanbaar spreken met aandacht voor uitspraak van klanken, klankcombinaties en volume.;;;
G;K-;1.3.6;K-1.3.6;1.4.GJK.7;JK.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen  kunnen bij het spreken eenvoudige mededelende zinnen hanteren.;;;
G;K-;1.3.6;K-1.3.6;1.4.GJK.8;JK.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen  kunnen bij het spreken eenvoudige vragende zinnen hanteren.;;;
G;K-;1.3.7;K-1.3.7;1.4.GJK.9;JK.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning gedachten formuleren door een combinatie van non-verbale en eenvoudige verbale elementen.;Boodschappen die te maken hebben met gewenning, met zelfredzaamheid, met omgaan met anderen…;;
G;K-;1.3.7;K-1.3.7;1.4.GJK.10;JK.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning gebeurtenissen formuleren door een combinatie van non-verbale en eenvoudige verbale elementen.;Ervaringen, beschrijvingen van voorwerpen en personen, boodschappen die te maken hebben met spelend leren…;;
G;K-;1.3.8;K-1.3.8;1.4.GJK.11;JK.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning in een vertrouwde omgeving over een zelfgekozen onderwerp vertellen.;Ervaringen, verlangens, gevoelen…;;
G;K-;1.3.5;K-1.3.5;1.4.GK2.6;K2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met toenemende mate verstaanbaar spreken met aandacht voor uitspraak van klanken, klankcombinaties en volume.;;;
G;K-;1.3.6;K-1.3.6;1.4.GK2.7;K2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het spreken mededelende zinnen hanteren.;;;
G;K-;1.3.6;K-1.3.6;1.4.GK2.8;K2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het spreken vragende zinnen hanteren.;;;
G;K-;1.3.7;K-1.3.7;1.4.GK2.9;K2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen gedachten formuleren door korte zinnen en meerdere elementen te combineren tot een eenvoudige mededeling.;Verhalen, fantasieën, filosofische ideeën…;;
G;K-;1.3.7;K-1.3.7;1.4.GK2.10;K2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen gebeurtenissen formuleren door korte zinnen en meerdere elementen te combineren tot een eenvoudige mededeling.;Ervaringen, plannen, beschrijvingen van voorwerpen en personen, problemen, oplossingen…;;
G;K-;1.3.8;K-1.3.8;1.4.GK2.11;K2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen in een vertrouwde omgeving over een zelfgekozen onderwerp vertellen. ;Ervaringen, verlangens, gevoelens…;;
G;K-;1.3.5;K-1.3.5;1.4.GK3.6;K3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen verstaanbaar spreken met aandacht voor uitspraak van klanken, klankcombinaties en volume.;;;
G;K-;1.3.6;K-1.3.6;1.4.GK3.7;K3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het spreken mededelende, vragende en samengestelde zinnen hanteren. ;;;
G;K-;1.3.7;K-1.3.7;1.4.GK3.8;K3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen gedachten formuleren met een aanzet tot volgorde en tonen hierbij een aanzet tot het gebruik van structuuraanduiders (verwijs, verbindings- en signaalwoorden). ;Verhalen, fantasieën, filosofische ideeën…;;
G;K-;1.3.7;K-1.3.7;1.4.GK3.9;K3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen gebeurtenissen formuleren met een aanzet tot volgorde en tonen hierbij een aanzet tot het gebruik van structuuraanduiders (verwijs, verbindings- en signaalwoorden). ;Ervaringen, plannen, beschrijvingen van voorwerpen en personen, problemen, oplossingen…;;
G;K-;1.3.8;K-1.3.8;1.4.GK3.10;K3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen in een vertrouwde omgeving over een zelfgekozen onderwerp vertellen. ;Ervaringen, verlangens, gevoelens…;;
MD;K-;1.3.5;K-1.3.5;1.4.MD;;Mondeling taalgebruik;Spreken, presenteren en vertellen;;De leerlingen kunnen  verstaanbaar spreken met aandacht voor uitspraak van klanken, klankcombinaties en volume.;;;
MD;K-;1.3.6;K-1.3.6;1.4.MD;;Mondeling taalgebruik;Spreken, presenteren en vertellen;;De leerlingen kunnen  bij het spreken mededelende, vragende en samengestelde zinnen hanteren.;;;
MD;K-;1.3.7;K-1.3.7;1.4.MD;;Mondeling taalgebruik;Spreken, presenteren en vertellen;;De leerlingen kunnen  gedachten en gebeurtenissen formuleren met een aanzet tot volgorde en tonen hierbij een aanzet tot het gebruik van structuuraanduiders (verwijs, verbindings- en signaalwoorden).;;;
MD;K-;1.3.8;K-1.3.8;1.4.MD;;Mondeling taalgebruik;Spreken, presenteren en vertellen;;De leerlingen kunnen  in een vertrouwde omgeving over een zelfgekozen onderwerp vertellen.;;;
G;4-;1.3.6;4-1.3.6;1.4.GL1.13;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Zich oriënteren op het spreken;De leerlingen kunnen voorafgaand aan het vertellen en presenteren inhoud verzamelen en structureren onder begeleiding.;;;
G;4-;1.3.6;4-1.3.6;1.4.GL1.14;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Zich oriënteren op het spreken;De leerlingen kunnen met ondersteuning hun ideeën schrappen en bijsturen in functie van het spreekdoel en het publiek.;;;
G;4-;1.3.7;4-1.3.7;1.4.GL1.15;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen verstaanbaar spreken met aandacht voor uitspraak van het Standaardnederlands en zinsaccent.;;;
G;4-;1.3.8;4-1.3.8;1.4.GL1.16;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het spreken gepaste woordkeuze en correcte zinsconstructies gebruiken.;;;
G;4-;1.3.9;4-1.3.9;1.4.GL1.17;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning ideeën, gedachten en verworven inzichten samenhangend formuleren.;;;
G;4-;1.3.9;4-1.3.9;1.4.GL1.18;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning het spreken structureren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om hun boodschap helder over te brengen.;;;
G;4-;1.3.10;4-1.3.10;1.4.GL1.19;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen meningen met ondersteuning met argumenten onderbouwen op basis van hun vakspecifieke kennis en voorkennis.;;;
G;4-;1.3.11;4-1.3.11;1.4.GL1.20;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning bij het vertellen of presenteren afstemmen op het spreekdoel en het publiek.;;;
G;4-;1.3.12;4-1.3.12;1.4.GL1.21;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning bij het vertellen of presenteren gebruik maken van hulpmiddelen wanneer die de boodschap ondersteunen.;;;
G;4-;1.3.12;4-1.3.12;1.4.GL1.22;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning het spreken en presenteren bijsturen aan de hand van  een voorbeeld.;;;
G;4-;1.3.13;4-1.3.13;1.4.GL1.23;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Het spreken bijsturen;De leerlingen kunnen het spreken en presenteren bijsturen aan de hand van  een voorbeeld.;;;
G;4-;1.3.13;4-1.3.13;1.4.GL1.24;L1.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Het spreken bijsturen;De leerlingen kunnen het spreken en presenteren op aanwijzing verbeteren.;;;
G;4-;1.3.6;4-1.3.6;1.4.GL2.13;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Zich oriënteren op het spreken;De leerlingen kunnen voorafgaand aan het vertellen en presenteren inhoud verzamelen en structureren onder begeleiding.;;;
G;4-;1.3.6;4-1.3.6;1.4.GL2.14;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Zich oriënteren op het spreken;De leerlingen kunnen met ondersteuning hun ideeën schrappen en bijsturen in functie van het spreekdoel en het publiek.;;;
G;4-;1.3.7;4-1.3.7;1.4.GL2.15;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen verstaanbaar spreken met aandacht voor uitspraak van het Standaardnederlands en zinsaccent.;;;
G;4-;1.3.8;4-1.3.8;1.4.GL2.16;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het spreken gepaste woordkeuze en correcte zinsconstructies gebruiken.;;;
G;4-;1.3.9;4-1.3.9;1.4.GL2.17;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen ideeën, gedachten en verworven inzichten samenhangend formuleren.;;;
G;4-;1.3.9;4-1.3.9;1.4.GL2.18;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning het spreken structureren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om hun boodschap helder over te brengen.;;;
G;4-;1.3.10;4-1.3.10;1.4.GL2.19;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen meningen met argumenten onderbouwen op basis van hun vakspecifieke kennis en voorkennis.;;;
G;4-;1.3.11;4-1.3.11;1.4.GL2.20;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het vertellen of presenteren afstemmen op het spreekdoel en het publiek.;;;
G;4-;1.3.12;4-1.3.12;1.4.GL2.21;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het vertellen of presenteren gebruik maken van hulpmiddelen wanneer die de boodschap ondersteunen.;;;
G;4-;1.3.12;4-1.3.12;1.4.GL2.22;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Het spreken bijsturen;De leerlingen kunnen het spreken en presenteren bijsturen aan de hand van  een voorbeeld.;;;
G;4-;1.3.13;4-1.3.13;1.4.GL2.23;L2.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Het spreken bijsturen;De leerlingen kunnen het spreken en presenteren op aanwijzing verbeteren.;;;
G;4-;1.3.6;4-1.3.6;1.4.GL3.13;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Zich oriënteren op het spreken;De leerlingen kunnen voorafgaand aan het vertellen en presenteren inhoud verzamelen en structureren onder begeleiding.;;;
G;4-;1.3.6;4-1.3.6;1.4.GL3.14;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Zich oriënteren op het spreken;De leerlingen kunnen met ondersteuning hun ideeën schrappen en bijsturen in functie van het spreekdoel en het publiek.;;;
G;4-;1.3.7;4-1.3.7;1.4.GL3.15;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen verstaanbaar spreken met aandacht voor uitspraak van het Standaardnederlands en zinsaccent.;;;
G;4-;1.3.8;4-1.3.8;1.4.GL3.16;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het spreken gepaste woordkeuze en correcte zinsconstructies gebruiken.;;;
G;4-;1.3.9;4-1.3.9;1.4.GL3.17;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen ideeën, gedachten en verworven inzichten samenhangend formuleren.;;;
G;4-;1.3.9;4-1.3.9;1.4.GL3.18;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen met ondersteuning het spreken structureren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om hun boodschap helder over te brengen.;;;
G;4-;1.3.10;4-1.3.10;1.4.GL3.19;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen meningen met argumenten onderbouwen op basis van hun vakspecifieke kennis en voorkennis.;;;
G;4-;1.3.11;4-1.3.11;1.4.GL3.20;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het vertellen of presenteren afstemmen op het spreekdoel en het publiek.;;;
G;4-;1.3.12;4-1.3.12;1.4.GL3.21;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen bij het vertellen of presenteren gebruik maken van hulpmiddelen wanneer die de boodschap ondersteunen.;;;
G;4-;1.3.12;4-1.3.12;1.4.GL3.22;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Tot spreken komen ;De leerlingen kunnen het spreken en presenteren bijsturen aan de hand van  een voorbeeld.;;;
G;4-;1.3.13;4-1.3.13;1.4.GL3.23;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Het spreken bijsturen;De leerlingen kunnen het spreken en presenteren bijsturen aan de hand van  een voorbeeld.;;;
G;4-;1.3.13;4-1.3.13;1.4.GL3.24;L3.;Mondeling taalgebruik;Spreken, presenteren en vertellen;Het spreken bijsturen;De leerlingen kunnen het spreken en presenteren op aanwijzing verbeteren.;;;
